"time","speaker","text","notes"
"","B","Yes.  Always had cats.  I always had a cat.  And we didn't have a dog until about, let me see, when Jason was born.  My husband had resisted having animals because he said if you have animals and you want to go anywhere you got the problem of who's going to look after them, so he'd resisted us having anything but a cat.  So, this was about 1975, this friend of ours who was involved with the theatre company.  Her husband left her and she had Afghan kennels.  Afghans were all the fashion in the middle '70s and she was left with all these dogs, and she was finally feeding them bread - old bread from the baker - and they were getting pitifully thin because they weren't getting the proper nourishment.  So she came to us one day and pleaded with us to take one off her so that she wouldn't have to have them put down.  Of course we were real suckers!   And we got Muscles.  Oh, he was a beautiful dog.  He had a long pedigree, but we called him Muscles for short, and he was a lovely dog.   We had him for about eight years.  When he died - he died from stomach cancer - we decided that we weren't ever going to have any more dogs.  And then one day John brought home this little puppy.  He'd bought it at the markets.  He was only about 15 and he wanted this little pup, and we decided we'd keep it.   As long as we didn't see them we could resist them, but once we saw them ...  ",""
"","A","I understand that! ",""
"","B","We were finished!  So we kept this little Torrie, he called him, after his ... oh, he must have been older than 15 because he had a car, a Torana, so he must have been about 17 - just got his licence, that's right - had a Torana. ",""
"25.48","A","And what about the transport in the area?  Did that improve a lot during the late 50's? ",""
"","B","Yes, Bowman owned the bus route and it used to go all the way down Lonsdale Street, which was very convenient.  We've had a bus at the door practically ever since we've been here.  So we've been very fortunate in that respect, not that it's very far to walk to St. Marys from here. ",""
"","A","To the train? ",""
"","B","It's quite a nice walk.  So we've been blessed with good transport here, although a lot of people argue and say it's terrible, but I don't know ... ",""
"","A","You've found it OK! ",""
"","B","I've been quite satisfied with it, you know.  It always seems to be there when I need it. ",""
"26.40","A","So, after reflecting on your life from when you first came out here from England, and thinking what it was like during the '50s and early '60s, how do you feel about the changes that have taken place here and the suburbanisation of the area? ",""
"","B","Oh, it was inevitable and in lots of ways it's good, but from my own selfish point of view I don't like it very much.  Particularly - I could cope with the development, like the buildings and all that kind of thing - but it's the traffic that really gets me now.  I mean it's just dreadful trying to shop in St. Marys now.  It's very difficult to find parking and all that kind of thing, and we were really much better off in the old days when there was hardly any traffic.  But that's progress. ",""
"","A","And do you find ... you know how you were saying how friendly it was before, when you went shopping, you'd know everybody? ",""
"","B","I don't know a soul. 15 ",""
"","A","Does that worry you? ",""
"","B","Yes, it does.  We often look for familiar faces, but you just don't see them anymore.  Everybody in St. Marys knew everybody, you know.   They'd get around and say &quot;Hi&quot; you know, &quot;Hello Mrs. Moorhead&quot; or whoever, and you knew all the shopkeepers like the Beecrofts and the Lammings - Mrs Lamming and Miss Lamming I think it was - but now, you just don't know anybody.  It's just not the same.  In some ways it&apos;s good because you can get so much more goods here in St. Marys than you used to be able to, and you just go in and do your shopping.  You don't stand and chat for half an hour like we used to, you know.   We'd go in and see Sandy Lang and he'd pick out some nice green apples for me.  It was really lovely because ... although it was a lot more expensive! ",""
"","A","Then, was it? ",""
"","B","Then - I found it very hard shopping in St. Marys.  That's why we often went to Parramatta to shop 'cause it's a lot cheaper, but you can&apos;t have everything. ",""
"29.33","A","And what about the landscape - how that's changed - how does that make you feel? ",""
"","B","Well, we're more closed in now and we don't see as much as we used to see.  We used to look out the back window and we'd see just the paddocks.  Now all we see is a bit of the freeway and houses, roofs, that's all we can see.  The same looking out here, all you can see is housing. ",""
"","A","And how does that make you feel?  Is that one of the reasons you are moving? ",""
"","B","It probably is, it probably is I think.  It's just not the same.  Although we can still see the Mountains.  It's people, I think, more than anything that's making us move because we haven&apos;t ",""
"","A","got very good neighbours like we used to have in the old days.  The only people that we have ",""
"","B","from the old days are next door but one we've got the German people and they were there before we moved in - they'd just built their house - and we've got lovely Indian people next door.  But they all keep to themselves, all these other people down here.  It's not like it was before. ",""
"","A","It's more impersonal? ",""
"","B","Yes.  And they seem to complain about the silliest things.  They complain about my son playing his trumpet.  (Laughs).  And complain about the dog when we had a dog, complain about the cat, you know. ",""
"","A","You're not left to get on with your life? ",""
"","B","No.  They just won't leave us alone.  You've got to live to their standards, you know.  They expect you to live to their standards. ",""
"","A","Everyone's so close together. ",""
"","B","Yes.  I don't know if we'd every find that same community spirit again if we move away.  It&apos;s a lot to ask isn't it? ",""
"","A","Yes.  Well thank you very much.  The tapes just about to run out Margaret, so thanks very much for your time. ",""
