"time","speaker","text","notes"
"","B","Yes.  It's a spikey little plant that grows like that with sharp whats-a-name, and the berries grow in like that, and they're sweet.  They're nicer than the old granberries are.  Oh well they're a pretty little prickly bush that grows flat on the ground.  You lift them up and pull the berries off them and eat them.  But the five-corners are the nicer ones of the two.  They grow up from the bush like that.  But sago bushes and things like that that used to grow. ",""
"","A","Did you pick your own sago? ",""
"","B","14 No, no, no, no.  It has a flower on it like that.  It's just a shrub.  It has a flower and it's just like a lot of sago on the top. ",""
"","A","And so you don't see any of those things anymore? ",""
"","B","You don't see any .... chocolate flowers!   ",""
"","A","I've never heard of them ",""
"","B","Oh they're beautiful.  They're a little purple flower and they grow in the ground and they smell just like milk chocolate!   ",""
"","A","Really! ",""
"","B","Little purple ... and little ground orchids, you know.  Oh, I don't know what they call them.  We used to call them orchids - bush orchids - but they had little yellow flowers with brown spots on them.  Just like little orchids they were. ",""
"17.39","A","So you don't see anything like that anymore? ",""
"","B","You don't see anything.  It's all been bulldozed.  It&apos;s all gone.  &apos;Course we don&apos;t see the bull ants now either - you know those big bull ants? (Laughs). ",""
"17.45","A","That's a good thing!  And of course you've got all the industry over here to look at instead of the bush. ",""
"","B","Oh, that's dreadful.  It's an eyesore.  An absolute eyesore.  But we used to take ... we went through - well, that wasn’t' mooted until 1972 or 3 over there.  We used to take the three children for a walk through - crossed over the railway line and down the other side - and the kids used to love it.  There were little dells where the little bush ferns grew and chocolate flowers!  (Laughs). ",""
"","A","It sounds magic! ",""
"","B","It was!  And the kids used to absolutely adore it.  &quot;Oh we're going for a walk!' you know, through the .... and they used to adore it - go right down to the creek down there and walk along the creek and come back again.  It's all gone! ",""
"18.46","A","I think that's just about covered everything really, unless you can think of anything else you'd like to tell me about? ",""
"18.58","B","I can't think of anything.  Did I mention on that tape - on that tape - about walking home from the railway station on the ....? ",""
"","A","No.  What ... this was when you were coming home at night? ",""
"","B","Yes.  Coming home at one o'clock in the morning and there'd be bush each side.  No worries!  Never worried about anything. ",""
"","A","And how far was that to walk? ",""
"","B","About half a mile.  It's half a mile from that corner - that used to go straight through down to the station. ",""
"","A","Your parents didn't worry about you coming home late at night? ",""
"","B","No.  I suppose my mother would have worried if I had not been in by, say, quarter past one, you know, because a ten minute walk up from the station.  But I was so envious of the girls that lived in the city, you know, and they could catch a tram and go ... and I used to have this long train trip home.  Have a sleep on the way home of course. 15 ",""
"19.57","A","And the trains were safe in those days too? ",""
"","B","They were, yes.  Oh, definitely.  You wouldn't have any trouble on the trains. My eldest daughter's had a couple of nasty experiences on the train in the daytime! ",""
"20.20","A","Has she?  I think about the only thing I haven't asked you about really was the transport and the roads.  You know, there wasn't much bus transport I believe in the area ... ",""
"","B","No, the buses didn't start here until ... it must have been the '50s I think.  There was a taxi! ",""
"","A","Oh was there?  One? ",""
"","B","Yes.  (Laughs).  Oh and it used to hold a pile of people.  It had seats that folded down and ... oh, I can't remember ... and his name was Darling or Darlington, his surname, and they used to hire him to take them to Penrith pictures on Saturday afternoon, and they used to pay a shilling each.  My mother and me and a couple of sisters and, you know, whoever.  They'd get a load for him and pay a shilling each for the taxi.  And he'd be there waiting for us when we came out of the theatre.  We used to have a theatre in St. Marys too.   ",""
"","A","Did you? ",""
"","B","When was that opened?  In the l9 ...  it must have been in the '50s.  And then with the advent of TV of course - I went down there one night to see &quot;Long Hot Summer&quot; I think it was and there were 18 people in the theatre.  It held 999!  So he went down the drain. ",""
"","A","Goodness! Well I think we've just about covered everything, so thank you very much for your time. You're welcome. ",""
"21.59","B","We used to ... if we got a penny to spend we used to go down to the grocers where they had a cardboard box and would had 'lamp-posts' in it, which was a stick with a triangle - a cone - of red or green hard lolly on the top, or marshmallow clocks or cigars - marshmallow cigars with chocolate on the end of them.  What else did they have in that box?  Oh, penny creamy toffees, oh, aniseed sticks, oh I can't think of all the things. ",""
"","A","All for a penny? ",""
"","B",".A penny each and if you were lucky and you got there ... oh, the little cone - the penny icecream cone - that was filled with sherbet and marshmallow on the top and hundreds and thousands stuck in the marshmallow.  And if you were lucky and they opened a new box, you had a pick of all that   It was absolutely wonderful!  Oh, dear they were great! ",""
"","A","That was when you were a child? ",""
"","B","When I was a child, yes.  It was really great, you know, to get ... or if you wanted something that was going to last a bit longer you'd get a penny’s worth of boiled lollies.  The grocer used to get a piece of paper and twist it into like an icecream cone around his hand, twist the bottom of it, fill it with boiled lollies out of the jar and then that was your penny worth of lollies.   ",""
"","A","These days everything's pre-packaged isn't it? ",""
"","B","Oh yes.  I'd love to be able to buy some loose biscuits for a change, instead of buying a full 250 grams of one sort of biscuit, you know.  I'd like to be able to say 'Oh well I&apos;ll have a few of these and a few of those and a few of something else'. ",""
"24.03","A","END OF TAPE   ",""
"","B","16 ",""
